,in,out,fee
465,2023-04-06 16:26:39,2023-04-06 16:37:05,77
466,2023-04-06 16:36:30,2023-04-06 16:44:44,77
467,2023-04-06 16:47:27,2023-04-06 17:17:14,154
468,2023-04-06 16:48:37,2023-04-06 17:26:27,231
469,2023-04-06 16:52:49,2023-04-06 17:13:52,154
470,2023-04-06 16:59:02,2023-04-06 17:05:49,0
471,2023-04-06 17:06:44,2023-04-06 18:15:16,385
472,2023-04-06 17:08:47,2023-04-06 17:22:58,77
473,2023-04-06 17:31:39,2023-04-06 17:43:38,77
474,2023-04-06 17:38:52,2023-04-06 17:55:42,154
475,2023-04-06 17:48:07,2023-04-06 18:01:39,77
476,2023-04-06 18:30:57,2023-04-06 18:41:37,77
477,2023-04-06 18:37:03,2023-04-06 18:51:48,77
478,2023-04-06 18:39:09,2023-04-06 18:45:06,77
479,2023-04-06 18:48:53,2023-04-06 19:03:32,77
480,2023-04-06 19:17:36,2023-04-06 19:24:19,77
481,2023-04-06 19:20:52,2023-04-06 19:31:06,77
482,2023-04-06 19:27:56,2023-04-06 19:35:05,77
483,2023-04-06 19:28:14,2023-04-06 19:38:51,77
484,2023-04-06 19:36:08,2023-04-06 19:44:48,77
485,2023-04-06 19:42:35,2023-04-06 19:52:03,77
486,2023-04-06 20:03:33,2023-04-06 20:15:40,77
487,2023-04-06 20:07:41,2023-04-06 20:14:27,77
488,2023-04-06 20:12:09,2023-04-06 20:16:54,77
489,2023-04-06 20:14:37,2023-04-06 20:24:44,77
490,2023-04-06 21:38:18,2023-04-06 21:52:47,77
491,2023-04-06 21:44:42,2023-04-06 21:54:21,77
492,2023-04-06 22:21:30,2023-04-06 22:30:25,77
493,2023-04-06 22:49:12,2023-04-06 22:57:49,77
494,2023-04-06 23:29:36,2023-04-06 23:36:00,77
495,2023-04-07 00:08:46,2023-04-07 00:15:11,77
496,2023-04-07 00:15:27,2023-04-07 00:28:31,77
497,2023-04-07 00:16:05,2023-04-07 00:25:50,77
498,2023-04-07 00:23:54,2023-04-07 00:39:10,154
499,2023-04-07 00:29:00,2023-04-07 00:43:07,77
500,2023-04-07 05:52:42,2023-04-07 06:06:12,77
501,2023-04-07 06:01:41,2023-04-07 06:08:32,77
502,2023-04-07 06:05:04,2023-04-07 06:35:55,231
503,2023-04-07 06:35:56,2023-04-07 06:43:06,77
504,2023-04-07 07:20:55,2023-04-07 07:34:11,77
505,2023-04-07 07:27:39,2023-04-07 07:40:44,77
506,2023-04-07 07:39:34,2023-04-07 07:50:04,77
507,2023-04-07 07:41:30,2023-04-07 07:57:22,154
508,2023-04-07 07:42:30,2023-04-07 08:05:13,154
509,2023-04-07 07:45:17,2023-04-07 07:50:59,77
510,2023-04-07 07:46:55,2023-04-07 07:53:49,77
511,2023-04-07 07:47:39,2023-04-07 08:03:02,154
512,2023-04-07 07:53:20,2023-04-07 08:21:55,154
513,2023-04-07 07:56:34,2023-04-07 08:14:16,154
514,2023-04-07 08:02:00,2023-04-07 08:11:14,77
515,2023-04-07 08:09:51,2023-04-07 08:18:38,77
516,2023-04-07 08:19:54,2023-04-07 08:26:48,77
517,2023-04-07 08:36:06,2023-04-07 08:45:07,77
518,2023-04-07 08:36:24,2023-04-07 08:48:01,77
519,2023-04-07 09:02:57,2023-04-07 09:11:02,77
520,2023-04-07 09:13:50,2023-04-07 09:22:17,77
521,2023-04-07 09:27:58,2023-04-07 09:35:45,77
522,2023-04-07 09:28:48,2023-04-07 09:36:57,77
523,2023-04-07 10:00:08,2023-04-07 13:00:58,1001
524,2023-04-07 10:09:35,2023-04-07 14:58:01,1500
525,2023-04-07 10:14:55,2023-04-07 13:43:47,1078
526,2023-04-07 11:06:53,2023-04-07 11:24:09,154
527,2023-04-07 12:04:25,2023-04-07 12:15:04,77
528,2023-04-07 13:07:12,2023-04-07 13:14:09,77
529,2023-04-07 13:42:23,2023-04-07 13:50:45,77
530,2023-04-07 13:55:36,2023-04-07 13:56:05,77
531,2023-04-07 13:56:21,2023-04-07 14:11:06,77
532,2023-04-07 14:20:39,2023-04-07 14:40:19,154
533,2023-04-07 14:33:20,2023-04-07 15:42:06,385
534,2023-04-07 14:54:33,2023-04-07 15:11:43,154
535,2023-04-07 15:21:38,2023-04-07 15:34:50,77
536,2023-04-07 16:17:55,2023-04-07 16:25:15,77
537,2023-04-07 16:19:45,2023-04-07 16:27:38,77
538,2023-04-07 16:29:19,2023-04-07 16:39:09,77
539,2023-04-07 17:16:43,2023-04-07 17:25:15,77
540,2023-04-07 17:24:30,2023-04-07 17:33:55,77
541,2023-04-07 17:29:25,2023-04-07 17:42:37,77
542,2023-04-07 17:33:51,2023-04-07 17:42:46,77
543,2023-04-07 17:37:01,2023-04-07 17:40:29,77
544,2023-04-07 17:38:21,2023-04-07 17:49:39,77
545,2023-04-07 17:56:26,2023-04-07 18:11:29,154
546,2023-04-07 18:10:51,2023-04-07 19:44:30,539
547,2023-04-07 18:10:59,2023-04-07 19:44:18,539
548,2023-04-07 18:11:08,2023-04-07 18:23:14,77
549,2023-04-07 18:12:04,2023-04-07 18:29:02,154
550,2023-04-07 18:17:10,2023-04-07 18:26:28,77
551,2023-04-07 18:28:33,2023-04-07 18:47:17,154
552,2023-04-07 19:12:49,2023-04-07 19:19:46,77
553,2023-04-07 19:19:56,2023-04-07 19:27:13,77
554,2023-04-07 19:22:47,2023-04-07 19:29:54,77
555,2023-04-07 20:08:28,2023-04-07 20:16:21,77
556,2023-04-07 20:13:11,2023-04-07 20:21:09,77
557,2023-04-07 20:19:40,2023-04-07 20:26:36,77
558,2023-04-07 20:32:31,2023-04-07 20:41:59,77
559,2023-04-07 20:35:41,2023-04-07 20:46:01,77
560,2023-04-07 20:51:53,2023-04-07 21:08:18,154
561,2023-04-07 20:55:43,2023-04-07 21:04:25,77
562,2023-04-07 21:11:28,2023-04-07 21:21:52,77
563,2023-04-07 21:30:47,2023-04-07 21:43:28,77
564,2023-04-07 22:21:23,2023-04-07 22:31:31,77
565,2023-04-07 23:41:33,2023-04-07 23:58:17,154
566,2023-04-08 06:05:44,2023-04-08 06:31:59,154
567,2023-04-08 06:35:41,2023-04-08 06:43:16,77
568,2023-04-08 08:10:00,2023-04-08 08:20:52,77
569,2023-04-08 09:36:46,2023-04-08 09:42:11,77
570,2023-04-08 09:49:13,2023-04-08 09:50:51,77
571,2023-04-08 09:51:01,2023-04-08 10:32:47,231
572,2023-04-08 09:54:22,2023-04-08 10:03:42,77
573,2023-04-08 10:28:52,2023-04-08 10:42:35,77
574,2023-04-08 10:30:33,2023-04-08 12:24:29,616
575,2023-04-08 10:35:34,2023-04-08 14:56:35,1386
576,2023-04-08 10:55:11,2023-04-08 11:08:29,77
577,2023-04-08 11:06:22,2023-04-08 11:11:26,77
578,2023-04-08 11:14:31,2023-04-08 11:44:20,154
579,2023-04-08 11:18:45,2023-04-08 11:46:17,154
580,2023-04-08 11:36:15,2023-04-08 11:47:13,77
581,2023-04-08 11:58:47,2023-04-08 13:32:54,539
582,2023-04-08 11:58:49,2023-04-08 13:28:53,539
583,2023-04-08 12:00:30,2023-04-08 13:28:53,462
584,2023-04-08 12:11:48,2023-04-08 14:11:15,616
585,2023-04-08 12:19:46,2023-04-08 14:48:04,770
586,2023-04-08 12:22:20,2023-04-08 14:48:12,770
587,2023-04-08 12:39:07,2023-04-08 12:50:22,77
588,2023-04-08 13:02:26,2023-04-08 13:23:33,154
589,2023-04-08 13:04:50,2023-04-08 13:26:32,154
590,2023-04-08 13:04:50,2023-04-08 13:25:16,154
591,2023-04-08 13:54:41,2023-04-08 14:04:05,77
592,2023-04-08 13:54:57,2023-04-08 14:04:08,77
593,2023-04-08 14:18:19,2023-04-08 14:25:21,77
594,2023-04-08 14:20:18,2023-04-08 18:56:36,1463
595,2023-04-08 15:29:25,2023-04-08 16:44:46,462
596,2023-04-08 16:32:52,2023-04-08 18:25:08,616
597,2023-04-08 18:43:53,2023-04-08 18:57:24,77
598,2023-04-08 19:26:55,2023-04-08 19:33:32,77
599,2023-04-08 19:29:11,2023-04-08 19:59:14,231
600,2023-04-08 19:30:49,2023-04-08 19:45:25,77
601,2023-04-08 19:31:09,2023-04-08 19:47:18,154
602,2023-04-08 20:23:47,2023-04-08 21:05:48,231
603,2023-04-08 20:28:32,2023-04-08 21:03:16,231
604,2023-04-08 20:29:04,2023-04-08 20:40:59,77
605,2023-04-08 20:30:30,2023-04-08 20:45:01,77
606,2023-04-08 21:03:31,2023-04-08 21:18:46,154
607,2023-04-08 21:49:53,2023-04-08 22:05:39,154
608,2023-04-08 21:52:21,2023-04-08 22:02:09,77
609,2023-04-08 22:08:29,2023-04-08 22:17:30,77
610,2023-04-08 22:27:29,2023-04-08 22:51:59,154
611,2023-04-08 22:27:58,2023-04-08 22:34:20,77
612,2023-04-08 22:42:05,2023-04-08 22:56:02,77
613,2023-04-08 23:24:33,2023-04-08 23:31:37,77
614,2023-04-08 23:53:01,2023-04-09 00:02:31,77
615,2023-04-08 23:53:09,2023-04-09 00:02:28,77
616,2023-04-08 23:53:50,2023-04-09 00:02:28,77
617,2023-04-08 23:56:33,2023-04-09 00:05:24,77
618,2023-04-08 23:58:50,2023-04-09 22:05:21,4500
619,2023-04-09 00:02:47,2023-04-09 00:14:46,77
620,2023-04-09 00:51:33,2023-04-09 00:58:15,77
621,2023-04-09 01:38:08,2023-04-09 01:46:53,77
622,2023-04-09 07:18:01,2023-04-09 07:48:29,231
623,2023-04-09 08:20:41,2023-04-09 16:13:21,1500
624,2023-04-09 09:50:12,2023-04-09 11:15:13,462
625,2023-04-09 09:58:32,2023-04-09 10:43:04,231
626,2023-04-09 10:08:18,2023-04-09 10:20:59,77
627,2023-04-09 10:22:10,2023-04-09 12:09:13,616
628,2023-04-09 10:22:14,2023-04-09 12:08:53,616
629,2023-04-09 10:32:39,2023-04-09 10:55:10,154
630,2023-04-09 10:39:30,2023-04-09 11:07:09,154
631,2023-04-09 10:40:28,2023-04-09 14:17:54,1155
632,2023-04-09 10:40:49,2023-04-09 14:18:24,1155
633,2023-04-09 10:40:59,2023-04-09 11:11:06,231
634,2023-04-09 10:47:23,2023-04-09 12:34:26,616
635,2023-04-09 10:52:28,2023-04-09 11:21:25,154
636,2023-04-09 11:00:43,2023-04-09 13:02:41,693
637,2023-04-09 11:00:56,2023-04-09 13:01:59,693
638,2023-04-09 11:16:26,2023-04-09 11:42:34,154
639,2023-04-09 11:35:49,2023-04-09 11:49:48,77
640,2023-04-09 11:42:48,2023-04-09 11:53:57,77
641,2023-04-09 11:53:30,2023-04-09 12:06:22,77
642,2023-04-09 11:59:17,2023-04-09 12:54:28,308
643,2023-04-09 12:02:03,2023-04-09 12:54:24,308
644,2023-04-09 12:09:33,2023-04-09 12:31:16,154
645,2023-04-09 12:09:48,2023-04-09 12:31:20,154
646,2023-04-09 12:22:51,2023-04-09 14:35:25,693
647,2023-04-09 12:29:49,2023-04-09 12:44:09,77
648,2023-04-09 12:38:48,2023-04-09 12:59:09,154
649,2023-04-09 12:43:18,2023-04-09 13:16:03,231
650,2023-04-09 12:55:00,2023-04-09 22:48:59,2116
651,2023-04-09 13:00:18,2023-04-09 15:22:47,770
652,2023-04-09 13:13:59,2023-04-09 14:11:47,308
653,2023-04-09 13:15:22,2023-04-09 14:11:59,308
654,2023-04-09 13:16:52,2023-04-09 13:17:08,77
655,2023-04-09 13:23:21,2023-04-09 13:24:22,77
656,2023-04-09 13:24:39,2023-04-09 15:29:17,693
657,2023-04-09 13:26:43,2023-04-09 13:33:37,77
658,2023-04-09 13:44:58,2023-04-09 17:10:19,1078
659,2023-04-09 14:10:05,2023-04-09 21:01:05,1500
660,2023-04-09 14:46:08,2023-04-09 14:59:40,77
661,2023-04-09 14:46:43,2023-04-09 14:59:30,77
662,2023-04-09 14:52:44,2023-04-09 15:56:10,385
663,2023-04-09 14:54:47,2023-04-09 15:55:58,385
664,2023-04-09 15:14:19,2023-04-09 16:32:58,462
665,2023-04-09 15:16:00,2023-04-09 15:27:46,77
666,2023-04-09 15:16:19,2023-04-09 15:27:45,77
667,2023-04-09 15:20:15,2023-04-09 15:32:38,77
668,2023-04-09 15:23:54,2023-04-09 17:20:42,616
669,2023-04-09 15:29:52,2023-04-09 15:53:00,154
670,2023-04-09 15:29:56,2023-04-09 15:52:31,154
671,2023-04-09 15:38:42,2023-04-09 15:50:41,77
672,2023-04-09 15:57:09,2023-04-09 16:32:21,231
673,2023-04-09 15:57:35,2023-04-09 16:32:42,231
674,2023-04-09 16:00:03,2023-04-09 16:32:13,231
675,2023-04-09 16:03:43,2023-04-09 17:40:28,539
676,2023-04-09 16:15:50,2023-04-09 16:29:09,77
677,2023-04-09 16:18:07,2023-04-09 16:47:08,154
678,2023-04-09 16:43:15,2023-04-09 17:35:14,308
679,2023-04-09 16:43:29,2023-04-09 17:35:09,308
680,2023-04-09 16:57:35,2023-04-09 17:04:25,77
681,2023-04-09 17:23:56,2023-04-09 18:32:49,385
682,2023-04-09 17:24:01,2023-04-09 21:06:04,1155
683,2023-04-09 17:35:46,2023-04-09 18:08:42,231
684,2023-04-09 17:37:19,2023-04-09 17:57:39,154
685,2023-04-09 18:02:59,2023-04-09 18:10:50,77
686,2023-04-09 18:04:12,2023-04-09 18:12:24,77
687,2023-04-09 18:10:14,2023-04-09 18:29:20,154
688,2023-04-09 19:19:47,2023-04-09 19:30:24,77
689,2023-04-09 19:22:40,2023-04-09 19:28:18,77
690,2023-04-09 19:24:35,2023-04-09 19:36:58,77
691,2023-04-09 19:50:00,2023-04-09 19:59:34,77
692,2023-04-09 19:53:04,2023-04-09 19:59:01,77
693,2023-04-09 19:59:52,2023-04-09 20:28:08,154
694,2023-04-09 20:01:08,2023-04-09 20:09:05,77
695,2023-04-09 20:07:55,2023-04-09 20:19:20,77
696,2023-04-09 20:52:35,2023-04-09 21:15:21,154
697,2023-04-09 21:14:26,2023-04-09 21:24:30,77
698,2023-04-09 21:19:08,2023-04-09 21:29:48,77
699,2023-04-09 21:23:53,2023-04-09 21:33:23,77
700,2023-04-09 21:26:52,2023-04-10 01:02:15,1155
701,2023-04-09 22:02:01,2023-04-09 22:11:54,77
702,2023-04-09 22:51:30,2023-04-09 23:03:52,77
703,2023-04-09 22:52:02,2023-04-09 23:03:56,77
704,2023-04-10 00:42:40,2023-04-10 00:51:27,77
705,2023-04-10 00:46:06,2023-04-10 00:55:04,77
706,2023-04-10 02:09:36,2023-04-10 17:47:00,3000
707,2023-04-10 05:06:35,2023-04-10 05:42:53,231
708,2023-04-10 05:56:51,2023-04-10 06:08:55,77
709,2023-04-10 06:51:27,2023-04-10 06:57:08,77
710,2023-04-10 06:53:21,2023-04-10 06:58:33,77
711,2023-04-10 07:29:21,2023-04-10 07:41:57,77
712,2023-04-10 07:34:24,2023-04-10 07:49:32,154
713,2023-04-10 07:42:13,2023-04-10 07:49:26,77
714,2023-04-10 07:46:36,2023-04-10 07:53:21,77
715,2023-04-10 07:48:37,2023-04-10 08:06:06,154
716,2023-04-10 07:57:00,2023-04-10 08:02:50,77
717,2023-04-10 07:58:12,2023-04-10 08:08:31,77
718,2023-04-10 08:03:13,2023-04-10 08:10:31,77
719,2023-04-10 08:22:26,2023-04-10 08:38:32,154
720,2023-04-10 08:36:07,2023-04-10 08:45:14,77
721,2023-04-10 08:53:50,2023-04-10 09:29:43,231
722,2023-04-10 09:24:33,2023-04-10 09:46:42,154
723,2023-04-10 09:36:43,2023-04-10 09:45:44,77
724,2023-04-10 09:47:06,2023-04-10 10:05:14,154
725,2023-04-10 10:07:59,2023-04-10 10:22:36,77
726,2023-04-10 10:10:21,2023-04-10 10:23:09,77
727,2023-04-10 10:29:44,2023-04-10 10:40:51,77
728,2023-04-10 10:29:47,2023-04-10 10:38:18,77
729,2023-04-10 10:43:20,2023-04-10 11:22:46,231
730,2023-04-10 11:07:02,2023-04-10 15:03:45,1232
731,2023-04-10 11:13:25,2023-04-10 15:03:52,1232
732,2023-04-10 11:43:11,2023-04-10 12:06:19,154
733,2023-04-10 12:06:55,2023-04-10 12:37:14,231
734,2023-04-10 12:08:21,2023-04-10 12:27:30,154
735,2023-04-10 12:42:18,2023-04-10 12:55:33,77
736,2023-04-10 13:06:56,2023-04-10 13:20:08,77
737,2023-04-10 13:16:07,2023-04-10 13:30:25,77
738,2023-04-10 13:28:00,2023-04-10 13:35:42,77
739,2023-04-10 13:32:57,2023-04-10 13:40:46,77
740,2023-04-10 13:47:37,2023-04-10 15:02:35,385
741,2023-04-10 13:53:09,2023-04-10 14:08:25,154
742,2023-04-10 14:11:38,2023-04-10 14:37:28,154
743,2023-04-10 14:16:45,2023-04-10 14:24:53,77
744,2023-04-10 14:30:04,2023-04-10 14:57:48,154
745,2023-04-10 14:38:38,2023-04-10 15:02:44,154
746,2023-04-10 14:40:40,2023-04-10 15:35:39,308
747,2023-04-10 14:47:00,2023-04-10 14:55:12,77
748,2023-04-10 15:45:10,2023-04-10 16:14:09,154
749,2023-04-10 15:50:09,2023-04-10 16:03:20,77
750,2023-04-10 16:20:24,2023-04-10 16:32:31,77
751,2023-04-10 16:41:06,2023-04-10 16:52:21,77
752,2023-04-10 16:55:55,2023-04-10 17:02:56,77
753,2023-04-10 17:11:07,2023-04-10 18:01:54,308
754,2023-04-10 17:14:25,2023-04-10 17:30:28,154
755,2023-04-10 17:20:27,2023-04-10 17:27:00,77
756,2023-04-10 17:21:57,2023-04-10 17:32:13,77
757,2023-04-10 17:24:59,2023-04-10 17:46:08,154
758,2023-04-10 17:35:14,2023-04-10 17:52:37,154
759,2023-04-10 17:43:32,2023-04-10 17:59:10,154
760,2023-04-10 17:47:05,2023-04-10 18:02:59,154
761,2023-04-10 17:49:44,2023-04-10 18:01:52,77
762,2023-04-10 18:03:42,2023-04-10 18:11:42,77
763,2023-04-10 18:39:17,2023-04-10 21:29:28,924
764,2023-04-10 18:39:21,2023-04-10 21:29:23,924
765,2023-04-10 18:43:16,2023-04-10 20:05:13,462
766,2023-04-10 18:53:38,2023-04-10 19:03:58,77
767,2023-04-10 18:55:40,2023-04-10 19:05:08,77
768,2023-04-10 19:16:18,2023-04-10 19:25:34,77
769,2023-04-10 19:19:50,2023-04-10 19:31:55,77
770,2023-04-10 19:35:27,2023-04-10 19:48:39,77
771,2023-04-10 19:35:42,2023-04-10 19:53:54,154
772,2023-04-10 19:37:07,2023-04-10 23:39:32,1309
773,2023-04-10 19:50:04,2023-04-10 20:02:57,77
774,2023-04-10 21:06:33,2023-04-10 21:13:20,77
775,2023-04-10 21:25:46,2023-04-10 21:31:32,77
776,2023-04-10 21:45:20,2023-04-10 21:53:51,77
777,2023-04-10 21:51:46,2023-04-10 21:58:48,77
778,2023-04-10 21:54:15,2023-04-10 22:04:14,77
779,2023-04-10 21:58:04,2023-04-10 22:04:39,77
780,2023-04-10 22:14:56,2023-04-10 22:24:40,77
781,2023-04-10 23:11:02,2023-04-10 23:39:18,154
782,2023-04-11 00:39:38,2023-04-11 01:13:54,231
783,2023-04-11 05:54:21,2023-04-11 06:06:20,77
784,2023-04-11 06:30:17,2023-04-11 06:38:32,77
785,2023-04-11 06:51:15,2023-04-11 07:00:09,77
786,2023-04-11 07:22:44,2023-04-11 07:30:19,77
787,2023-04-11 07:24:09,2023-04-11 07:36:26,77
788,2023-04-11 07:40:36,2023-04-11 07:46:38,77
789,2023-04-11 07:45:24,2023-04-11 07:52:19,77
790,2023-04-11 07:46:58,2023-04-11 07:53:45,77
791,2023-04-11 07:52:14,2023-04-11 08:23:46,231
792,2023-04-11 08:00:17,2023-04-11 08:08:17,77
793,2023-04-11 08:03:12,2023-04-11 08:12:38,77
794,2023-04-11 08:14:21,2023-04-11 08:19:14,77
795,2023-04-11 08:16:28,2023-04-11 08:32:48,154
796,2023-04-11 08:20:04,2023-04-11 08:35:07,154
797,2023-04-11 08:47:34,2023-04-11 09:02:00,77
798,2023-04-11 09:03:27,2023-04-11 09:12:13,77
799,2023-04-11 09:34:03,2023-04-11 09:43:19,77
800,2023-04-11 09:55:14,2023-04-11 10:29:41,231
801,2023-04-11 10:03:49,2023-04-11 10:25:40,154
802,2023-04-11 10:16:48,2023-04-11 10:53:00,231
803,2023-04-11 10:28:41,2023-04-11 10:37:46,77
804,2023-04-11 10:28:59,2023-04-11 10:37:49,77
805,2023-04-11 10:46:49,2023-04-11 10:55:44,77
806,2023-04-11 11:06:44,2023-04-11 11:23:45,154
807,2023-04-11 11:19:51,2023-04-11 11:37:05,154
808,2023-04-11 11:24:54,2023-04-11 11:34:42,77
809,2023-04-11 11:24:56,2023-04-11 11:34:43,77
810,2023-04-11 11:36:11,2023-04-11 11:40:28,77
811,2023-04-11 11:37:51,2023-04-11 11:57:22,154
812,2023-04-11 11:40:01,2023-04-11 11:48:57,77
813,2023-04-11 11:51:05,2023-04-11 12:11:14,154
814,2023-04-11 11:54:38,2023-04-11 12:09:32,77
815,2023-04-11 11:55:13,2023-04-11 12:34:19,231
816,2023-04-11 11:56:54,2023-04-11 12:41:40,231
817,2023-04-11 12:03:23,2023-04-11 12:12:09,77
818,2023-04-11 12:33:51,2023-04-11 13:22:13,308
819,2023-04-11 12:40:51,2023-04-11 14:19:44,539
820,2023-04-11 12:52:24,2023-04-11 13:10:51,154
821,2023-04-11 12:58:23,2023-04-11 13:19:25,154
822,2023-04-11 13:03:21,2023-04-11 13:12:29,77
823,2023-04-11 13:18:43,2023-04-11 13:32:41,77
824,2023-04-11 13:19:01,2023-04-11 13:26:08,77
825,2023-04-11 13:25:07,2023-04-11 13:32:45,77
826,2023-04-11 13:25:30,2023-04-11 13:31:54,77
827,2023-04-11 13:31:23,2023-04-11 14:41:30,385
828,2023-04-11 13:55:35,2023-04-11 18:47:31,1500
829,2023-04-11 14:04:08,2023-04-11 14:10:24,77
830,2023-04-11 14:06:36,2023-04-11 14:22:23,154
831,2023-04-11 14:20:35,2023-04-11 14:29:25,77
832,2023-04-11 14:35:40,2023-04-11 16:16:57,539
833,2023-04-11 15:03:02,2023-04-11 15:33:49,231
834,2023-04-11 15:17:17,2023-04-11 15:40:33,154
835,2023-04-11 15:35:34,2023-04-11 15:44:03,77
836,2023-04-11 15:36:03,2023-04-11 15:50:23,77
837,2023-04-11 15:47:42,2023-04-11 15:55:33,77
838,2023-04-11 16:24:07,2023-04-11 16:37:54,77
839,2023-04-11 16:27:07,2023-04-11 17:08:53,231
840,2023-04-11 16:28:54,2023-04-11 16:34:00,77
841,2023-04-11 16:53:59,2023-04-11 17:10:24,154
842,2023-04-11 16:59:26,2023-04-11 17:08:33,77
843,2023-04-11 17:02:02,2023-04-11 17:04:51,77
844,2023-04-11 17:05:23,2023-04-11 17:12:49,77
845,2023-04-11 17:05:39,2023-04-11 17:26:30,154
846,2023-04-11 17:07:44,2023-04-11 17:24:44,154
847,2023-04-11 17:10:01,2023-04-11 17:26:20,154
848,2023-04-11 17:18:33,2023-04-11 17:26:04,77
849,2023-04-11 17:23:24,2023-04-11 17:34:37,77
850,2023-04-11 17:44:43,2023-04-11 17:55:17,77
851,2023-04-11 17:49:45,2023-04-11 17:58:59,77
852,2023-04-11 17:55:17,2023-04-11 18:03:03,77
853,2023-04-11 18:01:00,2023-04-11 18:19:24,154
854,2023-04-11 18:01:49,2023-04-11 18:09:18,77
855,2023-04-11 18:20:33,2023-04-11 18:31:11,77
856,2023-04-11 18:20:36,2023-04-11 18:31:14,77
857,2023-04-11 18:21:49,2023-04-11 18:33:03,77
858,2023-04-11 18:32:41,2023-04-11 18:38:58,77
859,2023-04-11 18:36:42,2023-04-11 18:43:59,77
860,2023-04-11 18:51:19,2023-04-12 01:40:40,1500
861,2023-04-11 19:43:39,2023-04-11 19:57:25,77
862,2023-04-11 19:46:07,2023-04-11 19:58:35,77
863,2023-04-11 20:25:20,2023-04-11 21:29:57,385
864,2023-04-11 20:51:22,2023-04-11 21:13:48,154
865,2023-04-11 20:54:18,2023-04-11 21:01:51,77
866,2023-04-11 21:10:33,2023-04-11 21:27:47,154
867,2023-04-11 21:22:13,2023-04-11 21:41:07,154
868,2023-04-11 21:49:43,2023-04-11 22:03:42,77
869,2023-04-11 22:22:23,2023-04-11 22:31:35,77
870,2023-04-11 22:23:49,2023-04-11 22:39:44,154
871,2023-04-11 22:43:56,2023-04-11 22:52:27,77
872,2023-04-11 22:46:53,2023-04-11 22:53:28,77
873,2023-04-11 23:28:34,2023-04-11 23:51:39,154
874,2023-04-11 23:59:23,2023-04-12 00:05:10,77
875,2023-04-12 00:28:18,2023-04-12 00:41:42,77
876,2023-04-12 00:28:28,2023-04-12 00:34:48,77
877,2023-04-12 05:47:46,2023-04-12 05:57:33,77
878,2023-04-12 06:41:23,2023-04-12 06:47:21,77
879,2023-04-12 06:46:34,2023-04-12 06:55:23,77
880,2023-04-12 06:48:01,2023-04-12 06:55:15,77
881,2023-04-12 06:55:52,2023-04-12 07:01:29,77
882,2023-04-12 07:21:39,2023-04-12 07:35:37,77
883,2023-04-12 07:21:55,2023-04-12 07:27:50,77
884,2023-04-12 07:31:31,2023-04-12 07:46:14,77
885,2023-04-12 07:36:23,2023-04-12 07:47:53,77
886,2023-04-12 07:41:40,2023-04-12 08:06:49,154
887,2023-04-12 07:49:45,2023-04-12 08:08:44,154
888,2023-04-12 08:00:41,2023-04-12 08:08:31,77
889,2023-04-12 08:05:22,2023-04-12 08:18:04,77
890,2023-04-12 08:09:20,2023-04-12 08:10:06,77
891,2023-04-12 08:10:15,2023-04-12 08:18:42,77
892,2023-04-12 08:15:41,2023-04-12 08:32:00,154
893,2023-04-12 08:19:12,2023-04-12 08:29:05,77
894,2023-04-12 08:24:33,2023-04-12 08:31:23,77
895,2023-04-12 08:30:40,2023-04-12 08:34:02,77
896,2023-04-12 08:35:18,2023-04-12 08:45:22,77
897,2023-04-12 08:51:39,2023-04-12 09:01:25,77
898,2023-04-12 08:52:49,2023-04-12 09:01:57,77
899,2023-04-12 09:38:51,2023-04-12 09:45:46,77
900,2023-04-12 09:41:35,2023-04-12 09:41:53,0
901,2023-04-12 09:53:56,2023-04-12 10:06:20,77
902,2023-04-12 10:13:51,2023-04-12 10:25:46,77
903,2023-04-12 10:22:20,2023-04-12 14:22:25,1309
904,2023-04-12 10:23:35,2023-04-12 10:37:28,77
905,2023-04-12 10:34:21,2023-04-12 10:44:16,77
906,2023-04-12 11:21:16,2023-04-12 12:25:18,385
907,2023-04-12 11:30:47,2023-04-12 11:38:53,77
908,2023-04-12 11:32:32,2023-04-12 11:33:24,77
909,2023-04-12 11:33:37,2023-04-12 11:35:04,77
910,2023-04-12 11:35:07,2023-04-12 11:54:53,154
911,2023-04-12 11:35:18,2023-04-12 12:03:42,154
912,2023-04-12 12:35:54,2023-04-12 15:58:35,1078
913,2023-04-12 12:43:50,2023-04-12 14:04:41,462
914,2023-04-12 12:44:53,2023-04-12 16:09:23,1078
915,2023-04-12 12:46:08,2023-04-12 12:47:47,77
916,2023-04-12 12:50:23,2023-04-12 12:59:40,77
917,2023-04-12 12:56:26,2023-04-12 12:59:09,77
918,2023-04-12 13:02:07,2023-04-12 13:11:04,77
919,2023-04-12 13:17:08,2023-04-12 13:44:22,154
920,2023-04-12 14:03:19,2023-04-12 14:21:47,154
921,2023-04-12 14:06:27,2023-04-12 14:10:48,77
922,2023-04-12 14:58:39,2023-04-12 15:08:45,77
923,2023-04-12 15:10:27,2023-04-12 15:22:10,77
924,2023-04-12 16:07:29,2023-04-12 16:22:43,154
925,2023-04-12 16:22:05,2023-04-12 16:25:53,77
926,2023-04-12 16:24:13,2023-04-12 16:33:18,77
927,2023-04-12 17:11:06,2023-04-12 17:20:09,77
928,2023-04-12 17:14:28,2023-04-12 17:27:48,77
929,2023-04-12 17:22:52,2023-04-12 17:31:03,77
