,in,out,fee
464,2022-04-11 14:37:03,2022-04-11 17:44:03,154
465,2022-04-11 14:37:51,2022-04-11 14:48:03,77
466,2022-04-11 14:48:00,2022-04-11 14:57:56,77
467,2022-04-11 15:17:02,2022-04-11 15:34:04,154
468,2022-04-11 15:24:59,2022-04-11 15:39:25,77
469,2022-04-11 15:51:09,2022-04-11 16:19:05,154
470,2022-04-11 16:23:25,2022-04-11 16:34:37,77
471,2022-04-11 16:36:41,2022-04-11 16:49:40,77
472,2022-04-11 16:44:50,2022-04-11 17:02:46,154
473,2022-04-11 17:15:17,2022-04-11 17:19:49,77
474,2022-04-11 17:38:05,2022-04-11 18:01:45,154
475,2022-04-11 17:53:51,2022-04-11 18:04:49,77
476,2022-04-11 18:09:49,2022-04-11 18:24:27,77
477,2022-04-11 18:11:54,2022-04-11 18:25:01,77
478,2022-04-11 18:17:03,2022-04-11 18:39:43,154
479,2022-04-11 18:56:43,2022-04-11 19:06:58,77
480,2022-04-11 18:57:23,2022-04-11 19:19:50,154
481,2022-04-11 19:49:50,2022-04-11 19:59:47,77
482,2022-04-11 20:31:23,2022-04-11 20:43:44,77
483,2022-04-11 20:35:02,2022-04-11 20:42:36,77
484,2022-04-11 20:54:35,2022-04-11 21:11:29,154
485,2022-04-11 21:19:15,2022-04-11 21:26:37,77
486,2022-04-11 21:47:06,2022-04-11 21:57:07,77
487,2022-04-11 21:53:43,2022-04-11 22:04:07,77
488,2022-04-11 22:32:56,2022-04-11 22:48:03,154
489,2022-04-11 23:17:37,2022-04-11 23:25:46,77
490,2022-04-11 23:46:41,2022-04-11 23:54:54,77
491,2022-04-12 00:23:12,2022-04-12 08:08:57,1500
492,2022-04-12 07:05:50,2022-04-12 07:12:50,77
493,2022-04-12 07:35:08,2022-04-12 07:43:19,77
494,2022-04-12 08:15:40,2022-04-12 08:23:58,77
495,2022-04-12 08:32:13,2022-04-12 08:39:32,77
496,2022-04-12 08:56:23,2022-04-12 09:06:03,77
497,2022-04-12 09:08:17,2022-04-12 09:21:55,77
498,2022-04-12 09:20:22,2022-04-12 09:30:48,77
499,2022-04-12 10:59:34,2022-04-12 12:01:18,385
500,2022-04-12 11:03:55,2022-04-12 11:20:30,154
501,2022-04-12 11:13:20,2022-04-12 11:26:35,77
502,2022-04-12 11:18:07,2022-04-12 11:55:44,231
503,2022-04-12 11:35:14,2022-04-12 11:41:55,77
504,2022-04-12 12:02:25,2022-04-12 12:15:07,77
505,2022-04-12 12:19:03,2022-04-12 16:22:17,1309
506,2022-04-12 12:27:59,2022-04-12 12:36:01,77
507,2022-04-12 12:53:25,2022-04-12 13:11:50,154
508,2022-04-12 13:19:15,2022-04-12 13:31:26,77
509,2022-04-12 14:07:50,2022-04-12 14:19:10,77
510,2022-04-12 14:10:47,2022-04-12 14:41:02,231
511,2022-04-12 15:59:02,2022-04-12 16:11:01,77
512,2022-04-12 16:19:05,2022-04-12 16:39:12,154
513,2022-04-12 16:19:25,2022-04-12 18:08:15,616
514,2022-04-12 16:32:52,2022-04-12 16:41:22,77
515,2022-04-12 18:27:27,2022-04-12 21:34:14,1001
516,2022-04-12 18:27:43,2022-04-12 21:33:56,1001
517,2022-04-12 18:50:15,2022-04-12 19:11:42,154
518,2022-04-12 19:11:56,2022-04-12 19:20:50,77
519,2022-04-12 19:24:31,2022-04-12 19:32:16,77
520,2022-04-12 19:30:42,2022-04-12 19:54:51,154
521,2022-04-12 19:36:07,2022-04-12 20:33:23,308
522,2022-04-12 19:54:36,2022-04-12 20:04:24,77
523,2022-04-12 20:03:09,2022-04-12 20:11:23,77
524,2022-04-12 21:00:57,2022-04-12 21:14:46,77
525,2022-04-12 21:17:44,2022-04-12 22:20:00,385
526,2022-04-12 21:17:47,2022-04-12 22:19:53,385
527,2022-04-12 21:40:51,2022-04-12 21:49:58,77
528,2022-04-12 21:52:26,2022-04-12 22:02:01,77
529,2022-04-12 22:17:08,2022-04-12 22:24:19,77
530,2022-04-12 22:17:35,2022-04-12 22:24:34,77
531,2022-04-12 23:15:13,2022-04-12 23:27:36,77
532,2022-04-13 00:28:53,2022-04-13 00:38:16,77
533,2022-04-13 00:29:07,2022-04-13 00:41:51,77
534,2022-04-13 06:02:31,2022-04-13 06:10:27,77
535,2022-04-13 06:44:41,2022-04-13 06:52:16,77
536,2022-04-13 07:53:23,2022-04-13 08:00:47,77
537,2022-04-13 08:32:43,2022-04-13 08:46:06,77
538,2022-04-13 08:51:14,2022-04-13 10:02:44,385
539,2022-04-13 08:55:20,2022-04-13 09:06:14,77
540,2022-04-13 08:55:57,2022-04-13 09:06:02,77
541,2022-04-13 08:58:33,2022-04-13 09:08:39,77
542,2022-04-13 10:37:18,2022-04-13 12:25:09,616
543,2022-04-13 10:47:06,2022-04-13 11:07:46,154
544,2022-04-13 10:48:36,2022-04-13 10:53:53,77
545,2022-04-13 11:11:06,2022-04-13 14:45:47,1155
546,2022-04-13 12:23:54,2022-04-13 12:33:20,77
547,2022-04-13 12:34:58,2022-04-13 12:47:18,77
548,2022-04-13 13:14:33,2022-04-13 13:25:52,77
549,2022-04-13 13:21:26,2022-04-13 13:31:10,77
550,2022-04-13 14:07:15,2022-04-13 15:00:48,308
551,2022-04-13 16:07:46,2022-04-13 16:55:35,308
552,2022-04-13 16:07:49,2022-04-13 16:55:36,308
553,2022-04-13 17:38:01,2022-04-13 17:55:48,154
554,2022-04-13 18:03:46,2022-04-13 18:24:44,154
555,2022-04-13 18:04:20,2022-04-13 18:15:35,77
556,2022-04-13 18:29:26,2022-04-13 18:43:29,77
557,2022-04-13 18:35:55,2022-04-13 18:45:41,77
558,2022-04-13 18:53:58,2022-04-13 19:08:40,77
559,2022-04-13 19:23:05,2022-04-13 19:34:22,77
560,2022-04-13 19:33:57,2022-04-13 19:47:16,77
561,2022-04-13 19:41:38,2022-04-13 19:49:48,77
562,2022-04-13 20:08:35,2022-04-13 20:24:08,154
563,2022-04-13 20:21:38,2022-04-13 20:33:50,77
564,2022-04-13 22:36:52,2022-04-13 23:06:46,154
565,2022-04-13 22:37:14,2022-04-13 23:06:52,154
566,2022-04-13 22:41:30,2022-04-13 22:52:34,77
567,2022-04-13 23:28:07,2022-04-14 07:58:22,1731
568,2022-04-13 23:46:12,2022-04-13 23:53:41,77
569,2022-04-14 00:25:51,2022-04-14 00:54:26,154
570,2022-04-14 02:08:25,2022-04-14 02:23:52,154
571,2022-04-14 05:44:53,2022-04-14 05:52:55,77
572,2022-04-14 06:20:32,2022-04-14 06:23:39,77
573,2022-04-14 07:00:04,2022-04-14 07:09:54,77
574,2022-04-14 08:03:18,2022-04-14 08:12:13,77
575,2022-04-14 08:03:19,2022-04-14 08:11:59,77
576,2022-04-14 08:35:36,2022-04-14 08:44:27,77
577,2022-04-14 08:44:46,2022-04-14 08:52:52,77
578,2022-04-14 08:56:45,2022-04-14 09:07:52,77
579,2022-04-14 09:01:03,2022-04-14 09:08:22,77
580,2022-04-14 09:41:29,2022-04-14 09:49:03,77
581,2022-04-14 11:20:16,2022-04-14 11:28:42,77
582,2022-04-14 13:03:35,2022-04-14 13:15:30,77
583,2022-04-14 13:15:53,2022-04-14 13:26:14,77
584,2022-04-14 13:34:32,2022-04-14 13:58:36,154
585,2022-04-14 13:58:57,2022-04-14 14:24:18,154
586,2022-04-14 18:37:42,2022-04-14 18:44:56,77
587,2022-04-14 19:43:55,2022-04-14 20:00:46,154
588,2022-04-14 19:43:56,2022-04-14 19:54:06,77
589,2022-04-14 20:20:04,2022-04-14 20:29:46,77
590,2022-04-14 20:43:52,2022-04-14 20:51:24,77
591,2022-04-14 21:00:30,2022-04-14 21:08:44,77
592,2022-04-14 21:07:34,2022-04-15 11:18:40,77
593,2022-04-14 22:28:40,2022-04-14 22:52:28,154
594,2022-04-14 22:50:13,2022-04-14 23:02:20,77
595,2022-04-14 22:50:18,2022-04-14 23:02:16,77
596,2022-04-15 00:16:35,2022-04-15 00:25:12,77
597,2022-04-15 00:54:44,2022-04-15 01:11:33,154
598,2022-04-15 07:01:13,2022-04-15 07:10:55,77
599,2022-04-15 07:07:59,2022-04-15 07:18:02,77
600,2022-04-15 07:52:06,2022-04-15 07:59:40,77
601,2022-04-15 11:36:04,2022-04-15 11:44:00,77
602,2022-04-15 15:12:20,2022-04-15 15:21:18,77
603,2022-04-15 15:23:31,2022-04-15 15:36:23,77
604,2022-04-15 16:15:24,2022-04-15 16:24:01,77
605,2022-04-15 17:30:33,2022-04-15 17:39:25,77
606,2022-04-15 18:22:45,2022-04-15 18:30:25,77
607,2022-04-15 20:26:22,2022-04-15 20:41:15,77
608,2022-04-15 21:05:32,2022-04-15 21:14:05,77
609,2022-04-15 21:19:15,2022-04-15 21:32:43,77
610,2022-04-15 21:27:22,2022-04-15 21:37:39,77
611,2022-04-15 22:59:22,2022-04-15 23:10:06,77
612,2022-04-15 23:12:54,2022-04-15 23:28:35,154
613,2022-04-15 23:39:02,2022-04-15 23:51:36,77
614,2022-04-15 23:50:44,2022-04-15 23:58:49,77
615,2022-04-15 23:59:03,2022-04-16 00:13:43,77
616,2022-04-16 07:53:48,2022-04-16 08:04:48,77
617,2022-04-16 09:45:32,2022-04-16 09:54:02,77
618,2022-04-16 10:39:05,2022-04-16 11:01:05,154
619,2022-04-16 11:34:52,2022-04-16 11:42:32,77
620,2022-04-16 11:49:37,2022-04-16 11:58:39,77
621,2022-04-16 12:00:46,2022-04-16 12:46:29,308
622,2022-04-16 12:34:36,2022-04-16 12:41:35,77
623,2022-04-16 13:01:13,2022-04-16 14:08:11,385
624,2022-04-16 13:16:55,2022-04-16 13:42:44,154
625,2022-04-16 13:52:47,2022-04-16 15:52:14,616
626,2022-04-16 14:08:02,2022-04-16 15:52:22,539
627,2022-04-16 14:13:03,2022-04-16 14:37:56,154
628,2022-04-16 14:13:19,2022-04-16 15:37:47,462
629,2022-04-16 14:13:20,2022-04-16 14:38:09,154
630,2022-04-16 14:16:00,2022-04-16 14:26:23,77
631,2022-04-16 14:29:37,2022-04-16 14:42:48,77
632,2022-04-16 14:33:50,2022-04-16 14:56:47,154
633,2022-04-16 14:34:06,2022-04-16 14:56:45,154
634,2022-04-16 14:48:35,2022-04-16 15:40:39,308
635,2022-04-16 15:14:59,2022-04-16 15:37:28,154
636,2022-04-16 15:39:26,2022-04-16 15:58:07,154
637,2022-04-16 15:39:34,2022-04-16 15:58:16,154
638,2022-04-16 15:40:20,2022-04-16 16:01:22,154
639,2022-04-16 16:09:09,2022-04-16 16:33:40,154
640,2022-04-16 16:22:37,2022-04-16 17:21:51,308
641,2022-04-16 16:31:01,2022-04-16 16:47:25,154
642,2022-04-16 16:32:30,2022-04-16 17:19:41,308
643,2022-04-16 16:32:30,2022-04-16 17:19:32,308
644,2022-04-16 17:18:17,2022-04-16 17:40:04,154
645,2022-04-16 17:18:18,2022-04-16 17:39:47,154
646,2022-04-16 17:28:18,2022-04-16 17:32:23,77
647,2022-04-16 17:35:36,2022-04-16 17:53:44,154
648,2022-04-16 17:40:07,2022-04-16 19:30:14,616
649,2022-04-16 17:42:14,2022-04-16 17:51:15,77
650,2022-04-16 18:12:28,2022-04-16 22:08:00,1232
651,2022-04-16 18:23:38,2022-04-16 22:08:37,1155
652,2022-04-16 18:40:48,2022-04-16 18:55:30,77
653,2022-04-16 18:58:20,2022-04-16 21:25:57,770
654,2022-04-16 21:01:14,2022-04-16 21:18:02,154
655,2022-04-16 21:11:21,2022-04-16 21:30:33,154
656,2022-04-16 21:11:26,2022-04-16 21:30:48,154
657,2022-04-16 21:55:07,2022-04-16 22:11:51,154
658,2022-04-16 22:28:50,2022-04-16 22:40:20,77
659,2022-04-16 22:45:15,2022-04-16 22:59:49,77
660,2022-04-17 00:17:57,2022-04-17 00:35:18,154
661,2022-04-17 00:52:54,2022-04-17 01:24:36,231
662,2022-04-17 07:09:53,2022-04-17 07:50:24,231
663,2022-04-17 07:31:38,2022-04-17 08:01:42,231
664,2022-04-17 08:07:03,2022-04-17 08:14:48,77
665,2022-04-17 08:35:15,2022-04-17 08:41:50,77
666,2022-04-17 08:48:56,2022-04-17 09:00:31,77
667,2022-04-17 08:51:30,2022-04-17 09:00:26,77
668,2022-04-17 08:54:31,2022-04-17 11:42:23,924
669,2022-04-17 09:13:20,2022-04-17 09:14:06,77
670,2022-04-17 09:19:10,2022-04-17 09:27:52,77
671,2022-04-17 09:34:53,2022-04-17 09:43:19,77
672,2022-04-17 09:36:44,2022-04-17 13:16:24,1155
673,2022-04-17 09:43:18,2022-04-17 09:55:01,77
674,2022-04-17 09:53:36,2022-04-17 10:24:27,231
675,2022-04-17 10:12:08,2022-04-17 10:24:14,77
676,2022-04-17 10:21:52,2022-04-17 10:34:01,77
677,2022-04-17 10:23:47,2022-04-17 11:23:42,308
678,2022-04-17 10:36:02,2022-04-17 10:45:07,77
679,2022-04-17 10:49:31,2022-04-17 13:12:21,770
680,2022-04-17 10:49:37,2022-04-17 11:03:13,77
681,2022-04-17 11:06:00,2022-04-17 13:10:23,693
682,2022-04-17 11:07:20,2022-04-17 11:19:57,77
683,2022-04-17 11:37:08,2022-04-17 11:44:26,77
684,2022-04-17 11:48:18,2022-04-17 11:59:39,77
685,2022-04-17 11:52:35,2022-04-17 12:07:10,77
686,2022-04-17 12:01:13,2022-04-17 12:12:02,77
687,2022-04-17 12:16:25,2022-04-17 12:54:54,231
688,2022-04-17 12:16:50,2022-04-17 12:53:02,231
689,2022-04-17 12:31:50,2022-04-17 12:40:48,77
690,2022-04-17 12:32:47,2022-04-17 13:20:26,308
691,2022-04-17 12:50:24,2022-04-17 14:22:39,539
692,2022-04-17 12:53:26,2022-04-17 12:55:06,77
693,2022-04-17 13:02:47,2022-04-17 14:27:50,462
694,2022-04-17 13:02:49,2022-04-17 14:27:44,462
695,2022-04-17 13:35:15,2022-04-17 18:32:13,1500
696,2022-04-17 13:44:06,2022-04-17 15:30:08,616
697,2022-04-17 14:35:54,2022-04-17 16:00:19,462
698,2022-04-17 14:41:11,2022-04-17 14:58:38,154
699,2022-04-17 15:18:33,2022-04-17 18:28:17,1001
700,2022-04-17 15:23:51,2022-04-17 18:55:04,1155
701,2022-04-17 16:12:06,2022-04-17 19:40:38,1078
702,2022-04-17 17:50:33,2022-04-17 18:32:16,231
703,2022-04-17 18:04:43,2022-04-17 18:12:24,77
704,2022-04-17 18:12:46,2022-04-17 18:26:43,77
705,2022-04-17 18:55:37,2022-04-17 19:06:07,77
706,2022-04-17 19:19:09,2022-04-17 19:27:45,77
707,2022-04-17 20:21:38,2022-04-17 20:30:14,77
708,2022-04-17 21:18:47,2022-04-17 21:30:13,77
709,2022-04-17 21:21:45,2022-04-17 21:38:41,154
710,2022-04-17 23:42:28,2022-04-17 23:52:20,77
711,2022-04-18 00:50:38,2022-04-18 01:00:51,77
712,2022-04-18 08:10:59,2022-04-18 08:19:19,77
713,2022-04-18 08:48:17,2022-04-18 08:57:59,77
714,2022-04-18 09:13:43,2022-04-18 09:23:03,77
715,2022-04-18 09:14:42,2022-04-18 09:30:38,154
716,2022-04-18 09:53:52,2022-04-18 09:58:20,77
717,2022-04-18 10:09:24,2022-04-18 10:17:54,77
718,2022-04-18 10:51:38,2022-04-18 10:58:08,77
719,2022-04-18 11:03:17,2022-04-18 11:11:25,77
720,2022-04-18 11:34:19,2022-04-18 11:43:03,77
721,2022-04-18 11:36:33,2022-04-18 11:56:27,154
722,2022-04-18 11:45:54,2022-04-18 11:54:17,77
723,2022-04-18 12:48:03,2022-04-18 12:53:24,77
724,2022-04-18 12:55:42,2022-04-18 13:09:09,77
725,2022-04-18 13:36:43,2022-04-18 13:51:03,77
726,2022-04-18 13:41:36,2022-04-18 13:49:40,77
727,2022-04-18 13:58:32,2022-04-18 14:25:55,154
728,2022-04-18 14:00:30,2022-04-18 14:09:06,77
729,2022-04-18 14:40:05,2022-04-18 14:58:15,154
730,2022-04-18 14:58:52,2022-04-18 15:33:32,231
731,2022-04-18 21:03:14,2022-04-18 21:16:34,77
732,2022-04-18 22:42:21,2022-04-18 22:52:35,77
733,2022-04-19 00:28:13,2022-04-19 00:41:17,77
734,2022-04-19 00:48:12,2022-04-19 00:59:51,77
735,2022-04-19 07:18:52,2022-04-19 07:38:52,154
736,2022-04-19 07:43:30,2022-04-19 08:03:14,154
737,2022-04-19 07:59:27,2022-04-19 08:09:47,77
738,2022-04-19 08:26:45,2022-04-19 08:33:14,77
739,2022-04-19 08:35:24,2022-04-19 08:53:00,154
740,2022-04-19 09:02:33,2022-04-19 09:11:15,77
741,2022-04-19 09:20:28,2022-04-19 09:27:05,77
742,2022-04-19 09:47:41,2022-04-19 09:57:35,77
743,2022-04-19 09:51:56,2022-04-19 10:06:17,77
744,2022-04-19 10:08:25,2022-04-19 10:16:15,77
745,2022-04-19 10:46:23,2022-04-19 13:49:33,1001
746,2022-04-19 10:56:37,2022-04-19 11:13:22,154
747,2022-04-19 12:34:29,2022-04-19 12:43:01,77
748,2022-04-19 13:01:02,2022-04-19 13:09:58,77
749,2022-04-19 13:04:00,2022-04-19 13:11:38,77
750,2022-04-19 13:56:22,2022-04-19 14:07:32,77
751,2022-04-19 14:09:03,2022-04-19 14:31:18,154
752,2022-04-19 14:22:34,2022-04-19 14:29:24,77
753,2022-04-19 14:32:25,2022-04-19 14:52:05,154
754,2022-04-19 15:23:27,2022-04-19 15:37:27,77
755,2022-04-19 15:55:23,2022-04-19 16:07:24,77
756,2022-04-19 16:09:06,2022-04-19 16:29:56,154
757,2022-04-19 16:21:56,2022-04-19 16:48:52,154
758,2022-04-19 16:28:59,2022-04-19 16:44:30,154
759,2022-04-19 17:25:40,2022-04-19 17:36:58,77
760,2022-04-19 17:58:11,2022-04-19 18:12:25,77
761,2022-04-19 18:14:33,2022-04-19 18:27:19,77
762,2022-04-19 18:21:27,2022-04-19 18:41:55,154
763,2022-04-19 18:22:39,2022-04-19 18:30:48,77
764,2022-04-19 18:29:44,2022-04-19 18:45:48,154
765,2022-04-19 18:31:31,2022-04-19 19:33:45,385
766,2022-04-19 18:52:48,2022-04-19 19:03:24,77
767,2022-04-19 18:59:55,2022-04-19 19:28:53,154
768,2022-04-19 19:12:06,2022-04-19 19:17:34,77
769,2022-04-19 19:51:47,2022-04-19 20:14:48,154
770,2022-04-19 19:59:59,2022-04-19 20:14:23,77
771,2022-04-19 20:12:23,2022-04-19 20:30:31,154
772,2022-04-19 20:46:17,2022-04-19 20:54:45,77
773,2022-04-19 20:55:59,2022-04-19 21:09:00,77
774,2022-04-19 21:23:43,2022-04-19 22:02:29,231
775,2022-04-19 21:37:19,2022-04-19 21:51:33,77
776,2022-04-19 21:41:18,2022-04-19 21:50:12,77
777,2022-04-19 22:33:43,2022-04-19 22:35:37,77
778,2022-04-19 22:35:50,2022-04-19 22:47:41,77
779,2022-04-19 22:40:13,2022-04-19 22:48:47,77
780,2022-04-19 23:58:08,2022-04-20 00:06:33,77
781,2022-04-20 05:57:45,2022-04-20 06:07:28,77
782,2022-04-20 06:07:38,2022-04-20 06:16:21,77
783,2022-04-20 06:11:14,2022-04-20 06:55:47,231
784,2022-04-20 07:42:24,2022-04-20 07:50:30,77
785,2022-04-20 08:09:31,2022-04-20 08:15:27,77
786,2022-04-20 08:11:35,2022-04-20 08:19:48,77
787,2022-04-20 08:19:20,2022-04-20 08:29:35,77
788,2022-04-20 08:38:44,2022-04-20 08:45:10,77
789,2022-04-20 10:08:26,2022-04-20 11:09:55,385
790,2022-04-20 10:40:53,2022-04-20 10:56:38,154
791,2022-04-20 10:52:53,2022-04-20 11:11:14,154
792,2022-04-20 10:56:15,2022-04-20 10:58:11,77
793,2022-04-20 10:58:31,2022-04-20 12:47:20,616
794,2022-04-20 12:05:27,2022-04-20 13:54:14,616
795,2022-04-20 12:11:01,2022-04-20 12:12:25,77
796,2022-04-20 12:41:37,2022-04-20 15:18:53,847
797,2022-04-20 12:46:28,2022-04-20 12:53:37,77
798,2022-04-20 12:53:18,2022-04-20 13:00:01,77
799,2022-04-20 13:22:45,2022-04-20 13:56:11,231
800,2022-04-20 13:45:56,2022-04-20 15:23:41,539
801,2022-04-20 13:45:58,2022-04-20 15:23:30,539
802,2022-04-20 14:24:30,2022-04-20 14:31:08,77
803,2022-04-20 14:36:11,2022-04-20 15:08:19,231
804,2022-04-20 14:40:19,2022-04-20 15:08:10,154
805,2022-04-20 14:40:35,2022-04-20 14:49:51,77
806,2022-04-20 14:59:47,2022-04-20 15:32:52,231
807,2022-04-20 15:18:47,2022-04-20 15:30:04,77
808,2022-04-20 15:30:40,2022-04-20 15:34:18,77
809,2022-04-20 15:37:42,2022-04-20 15:47:08,77
810,2022-04-20 15:38:55,2022-04-20 15:47:14,77
811,2022-04-20 17:20:48,2022-04-20 17:28:32,77
812,2022-04-20 17:38:58,2022-04-20 17:48:04,77
813,2022-04-20 18:15:08,2022-04-20 18:26:17,77
814,2022-04-20 18:23:26,2022-04-20 18:51:39,154
815,2022-04-20 18:58:53,2022-04-20 19:25:21,154
816,2022-04-20 18:58:55,2022-04-20 19:25:20,154
817,2022-04-20 18:59:18,2022-04-20 19:10:03,77
818,2022-04-20 19:42:06,2022-04-20 19:49:27,77
819,2022-04-20 20:23:19,2022-04-20 21:26:19,385
820,2022-04-20 20:23:22,2022-04-20 21:26:24,385
821,2022-04-20 20:54:54,2022-04-20 21:04:24,77
822,2022-04-20 21:06:00,2022-04-20 21:14:19,77
823,2022-04-20 21:28:22,2022-04-20 21:37:19,77
824,2022-04-20 21:43:50,2022-04-20 21:50:52,77
825,2022-04-20 22:16:43,2022-04-20 22:27:38,77
826,2022-04-20 23:29:00,2022-04-20 23:29:35,77
827,2022-04-20 23:59:14,2022-04-21 00:11:01,77
828,2022-04-21 06:21:56,2022-04-21 06:27:50,77
829,2022-04-21 07:59:37,2022-04-21 08:09:17,77
830,2022-04-21 08:13:13,2022-04-21 08:13:58,77
831,2022-04-21 08:14:08,2022-04-21 08:21:30,77
832,2022-04-21 08:43:54,2022-04-21 08:56:18,77
833,2022-04-21 09:23:07,2022-04-21 09:32:59,77
834,2022-04-21 09:26:28,2022-04-21 09:31:02,77
835,2022-04-21 09:39:33,2022-04-21 09:54:46,154
836,2022-04-21 10:06:02,2022-04-21 18:00:05,1500
837,2022-04-21 10:19:58,2022-04-21 10:49:25,154
838,2022-04-21 10:29:48,2022-04-21 11:04:35,231
839,2022-04-21 10:51:36,2022-04-21 11:00:11,77
840,2022-04-21 11:16:14,2022-04-21 12:48:47,539
841,2022-04-21 11:21:21,2022-04-21 11:29:38,77
842,2022-04-21 11:39:33,2022-04-21 11:48:01,77
843,2022-04-21 12:10:08,2022-04-21 12:36:29,154
844,2022-04-21 12:10:37,2022-04-21 12:24:18,77
845,2022-04-21 12:23:09,2022-04-21 13:25:42,385
846,2022-04-21 12:31:32,2022-04-21 12:40:04,77
847,2022-04-21 13:04:46,2022-04-21 14:20:48,462
848,2022-04-21 15:46:54,2022-04-21 16:03:31,154
849,2022-04-21 15:50:12,2022-04-21 16:00:17,77
850,2022-04-21 16:04:00,2022-04-21 16:15:00,77
851,2022-04-21 16:28:57,2022-04-21 16:52:01,154
852,2022-04-21 16:29:51,2022-04-21 16:44:37,77
853,2022-04-21 16:49:56,2022-04-21 16:59:42,77
854,2022-04-21 16:55:49,2022-04-21 17:04:05,77
855,2022-04-21 17:03:41,2022-04-21 17:14:53,77
856,2022-04-21 17:04:00,2022-04-21 17:14:36,77
857,2022-04-21 17:22:19,2022-04-21 17:27:31,77
858,2022-04-21 17:24:36,2022-04-21 17:31:42,77
859,2022-04-21 17:40:37,2022-04-21 18:09:46,154
860,2022-04-21 17:42:30,2022-04-21 17:54:00,77
861,2022-04-21 18:14:17,2022-04-21 18:34:25,154
862,2022-04-21 18:32:22,2022-04-21 18:47:08,77
863,2022-04-21 18:39:47,2022-04-21 19:43:54,385
864,2022-04-21 20:44:08,2022-04-21 21:23:25,231
865,2022-04-21 20:45:07,2022-04-21 20:52:53,77
866,2022-04-21 21:01:02,2022-04-21 21:10:21,77
867,2022-04-21 21:02:47,2022-04-21 21:15:20,77
868,2022-04-21 21:19:50,2022-04-21 22:01:54,231
869,2022-04-22 05:19:08,2022-04-22 05:26:37,77
870,2022-04-22 07:37:13,2022-04-22 07:50:39,77
871,2022-04-22 07:42:05,2022-04-22 07:51:54,77
872,2022-04-22 07:57:48,2022-04-22 08:06:02,77
873,2022-04-22 08:04:22,2022-04-22 08:12:42,77
874,2022-04-22 08:22:40,2022-04-22 08:25:32,77
875,2022-04-22 08:30:28,2022-04-22 08:40:32,77
876,2022-04-22 08:30:35,2022-04-22 08:47:09,154
877,2022-04-22 08:43:20,2022-04-22 08:52:15,77
878,2022-04-22 08:44:27,2022-04-22 08:53:00,77
879,2022-04-22 08:55:30,2022-04-22 09:05:30,77
880,2022-04-22 08:56:34,2022-04-22 09:08:16,77
881,2022-04-22 09:08:57,2022-04-22 09:11:44,77
882,2022-04-22 09:43:06,2022-04-22 10:45:39,385
883,2022-04-22 09:46:39,2022-04-22 10:03:37,154
884,2022-04-22 10:13:07,2022-04-22 10:26:33,77
885,2022-04-22 10:39:31,2022-04-22 10:57:33,154
886,2022-04-22 11:45:12,2022-04-22 11:53:33,77
887,2022-04-22 11:48:13,2022-04-22 12:01:47,77
888,2022-04-22 11:57:05,2022-04-22 14:02:12,693
889,2022-04-22 12:03:31,2022-04-22 13:31:54,462
890,2022-04-22 12:04:29,2022-04-22 12:50:49,308
891,2022-04-22 12:24:47,2022-04-22 12:35:55,77
892,2022-04-22 12:46:24,2022-04-22 13:36:25,308
893,2022-04-22 13:18:05,2022-04-22 13:38:12,154
894,2022-04-22 13:58:59,2022-04-22 14:25:25,154
895,2022-04-22 14:10:36,2022-04-22 15:28:35,462
896,2022-04-22 14:28:52,2022-04-22 14:46:05,154
897,2022-04-22 15:10:46,2022-04-22 15:21:16,77
898,2022-04-22 15:32:02,2022-04-22 17:39:34,693
899,2022-04-22 15:37:26,2022-04-22 15:50:07,77
900,2022-04-22 15:39:54,2022-04-22 15:59:11,154
901,2022-04-22 15:44:05,2022-04-22 16:16:11,231
902,2022-04-22 15:55:06,2022-04-22 16:31:52,231
903,2022-04-22 16:13:37,2022-04-22 16:22:53,77
904,2022-04-22 16:13:59,2022-04-22 16:28:26,77
905,2022-04-22 16:20:53,2022-04-22 16:38:28,154
906,2022-04-22 16:21:22,2022-04-22 16:38:36,154
907,2022-04-22 16:31:49,2022-04-22 16:47:47,154
908,2022-04-22 16:38:10,2022-04-22 16:48:51,77
909,2022-04-22 17:29:07,2022-04-22 18:04:37,231
910,2022-04-22 17:29:09,2022-04-22 18:04:30,231
911,2022-04-22 17:29:26,2022-04-22 17:36:08,77
912,2022-04-22 17:48:53,2022-04-22 18:13:55,154
913,2022-04-22 18:04:17,2022-04-22 18:26:53,154
914,2022-04-22 18:22:12,2022-04-22 18:30:15,77
915,2022-04-22 18:25:49,2022-04-22 18:38:41,77
916,2022-04-22 18:26:14,2022-04-22 19:53:01,462
917,2022-04-22 18:26:24,2022-04-22 19:52:54,462
918,2022-04-22 18:50:46,2022-04-22 18:58:05,77
919,2022-04-22 19:03:00,2022-04-22 19:08:06,77
920,2022-04-22 19:27:50,2022-04-22 19:38:58,77
921,2022-04-22 19:30:58,2022-04-22 19:54:42,154
922,2022-04-22 19:38:59,2022-04-22 19:55:42,154
923,2022-04-22 19:40:24,2022-04-22 19:45:49,77
924,2022-04-22 19:57:41,2022-04-22 20:07:23,77
925,2022-04-22 20:00:10,2022-04-22 20:18:32,154
926,2022-04-22 20:09:23,2022-04-22 20:18:00,77
927,2022-04-22 20:24:54,2022-04-22 20:43:12,154
928,2022-04-22 20:27:40,2022-04-22 20:47:18,154
